"ano","idade","observado","previsto","IC_lower","IC_upper","sexo"
2018,45,0.00383408401072332,0.00394032166035071,0.00384023306940931,0.00407878032544418,"Ambos"
2018,50,0.00561687786416941,0.00576463779349474,0.00568191806516476,0.00585361579853852,"Ambos"
2018,55,0.00817883990577955,0.00840202603473511,0.00823070851148589,0.00865252551596688,"Ambos"
2018,60,0.0123813984622388,0.0123626334301179,0.0120434888838126,0.0126883007867238,"Ambos"
2018,65,0.0182768538871935,0.0182291555352705,0.0180168269654983,0.0185605005197404,"Ambos"
2018,70,0.0261473913239304,0.02617569064421,0.0256920523409161,0.0267517484062176,"Ambos"
2018,75,0.0426250881213847,0.0424213342358144,0.0419144979716982,0.0438454467635663,"Ambos"
2018,80,0.0704233050160331,0.0710214499274528,0.0700398602308601,0.072021240677165,"Ambos"
2018,85,0.117121511420011,0.120586951099288,0.118039757838827,0.121783558065392,"Ambos"
2018,90,0.198683310698222,0.19213638397678,0.19012163115914,0.196316107458193,"Ambos"
2019,0,0.0122142516006901,0.0122500940893262,0.011844865582638,0.0125720292331859,"Ambos"
2019,1,0.000508587059912378,0.000479153586897081,0.000461795232412904,0.000495526564333943,"Ambos"
2019,5,0.000222035871097871,0.000232046281125502,0.000224039023357633,0.000236999457043462,"Ambos"
2019,10,0.000286485622376721,0.000320093701475102,0.000314737544149962,0.000328095871026068,"Ambos"
2019,15,0.00105965218089672,0.00115983641793329,0.00110439116079305,0.00125333687238363,"Ambos"
2019,20,0.00152903372806701,0.00164050152437002,0.00157813369621672,0.00167388417982166,"Ambos"
2019,25,0.00149028211112218,0.00164214888830249,0.00160678151211046,0.00168704461282714,"Ambos"
2019,30,0.00164399084509165,0.00179550567486926,0.00176825938629178,0.00181791743852913,"Ambos"
2019,35,0.00200083941999951,0.00211848800607413,0.00208397844595706,0.00215827038455522,"Ambos"
2019,40,0.00267096818683156,0.00275349808503966,0.00273830283617254,0.00279135457115436,"Ambos"
2019,45,0.00375370134920245,0.00387645857426392,0.00377799217735909,0.00401267315920087,"Ambos"
2019,50,0.00553706178159527,0.00565500377572519,0.0055738572418422,0.0057422895640963,"Ambos"
2019,55,0.00808833815876146,0.00825684363644071,0.00808848638596289,0.00850301462412743,"Ambos"
2019,60,0.0122329184919654,0.0121367960597719,0.0118234815629869,0.0124565142098564,"Ambos"
2019,65,0.0182329517186817,0.0179844527165467,0.0177749743830028,0.0183113498234661,"Ambos"
2019,70,0.025840276053695,0.0258768515001056,0.0253987347342785,0.02644633260246,"Ambos"
2019,75,0.0422636281466818,0.0420407895118631,0.0415384998719795,0.0434521268990281,"Ambos"
2019,80,0.070090117045177,0.0704769049354721,0.0695028414123665,0.0714690299581915,"Ambos"
2019,85,0.117280748146842,0.119699806889402,0.117171353034257,0.120887610556875,"Ambos"
2019,90,0.199488869045786,0.191774857406691,0.189763895576789,0.195946716260578,"Ambos"
