ano,idade,observado,previsto,inferior,superior,sexo
2017,90,0.19793032230377072,0.19229989687529248,0.1901219791258522,0.1965481839639957,Ambos
2018,0,0.01259611186727962,0.01376790368017679,0.0132238203417727,0.014683038226574,Ambos
2018,1,5.1262827229421e-4,5.0547810230286e-4,4.798842463674e-4,5.3371219322741e-4,Ambos
2018,5,2.2241249852167e-4,2.4700073517874e-4,2.4126245075221e-4,2.5539558312585e-4,Ambos
2018,10,2.9502290198903e-4,3.2448176322913e-4,3.190358212972e-4,3.3206102235753e-4,Ambos
2018,15,0.00119487559111281,0.00119821003264743,0.00113591632542023,0.00130174654619161,Ambos
2018,20,0.00165201727527513,0.00168952861660257,0.00161660309333787,0.00173530598466993,Ambos
2018,25,0.00157151250787608,0.00169190733076415,0.00166228482329032,0.00171804334396698,Ambos
2018,30,0.0016939364614579,0.00185594861275559,0.00174887859834805,0.00190693739117724,Ambos
2018,35,0.00205825244113301,0.00215840772962351,0.00213520898376624,0.00219279457604322,Ambos
2018,40,0.00272847662139114,0.00289879664132729,0.00286096489721071,0.00295572172603665,Ambos
2018,45,0.00383408401072332,0.00397799543083156,0.00385154948024221,0.00414612628005736,Ambos
2018,50,0.0056168778641694,0.00577703259571131,0.00559094425362845,0.00590864147156328,Ambos
2018,55,0.00817883990577954,0.00846177742514566,0.00820363956389868,0.00889299745859037,Ambos
2018,60,0.01238139846223879,0.01278773652358921,0.01233323004641918,0.0133632730352695,Ambos
2018,65,0.01827685388719353,0.01913010435724514,0.01876383691992797,0.02006384766824158,Ambos
2018,70,0.02614739132393038,0.02667121842016732,0.02616346737470956,0.02709267256941382,Ambos
2018,75,0.04262508812138468,0.0434735254355544,0.04260413413381695,0.04414204665804069,Ambos
2018,80,0.07042330501603314,0.07345413415222662,0.07208128536939397,0.07506038365793996,Ambos
2018,85,0.11712151142001093,0.12258250114823266,0.1193790324195466,0.12437688605461256,Ambos
2018,90,0.19868331069822187,0.19255682437558025,0.1903759967599763,0.1968107875036363,Ambos
2019,0,0.01221425160069013,0.01221425160069013,0.01173156585989872,0.01302611692585743,Ambos
2019,1,5.0858705991237e-4,5.0858705991237e-4,4.8283578822971e-4,5.3699480542537e-4,Ambos
2019,5,2.2203587109787e-4,2.2203587109787e-4,2.1687756668906e-4,2.2958223477699e-4,Ambos
2019,10,2.8648562237672e-4,2.8648562237672e-4,2.8167738893929e-4,2.9317736599567e-4,Ambos
2019,15,0.00105965218089672,0.00105965218089672,0.001004561953874,0.00115121600475916,Ambos
2019,20,0.001529033728067,0.001529033728067,0.00146303568363441,0.00157046252605794,Ambos
2019,25,0.00149028211112217,0.00149028211112217,0.00146418972877231,0.00151330348600718,Ambos
2019,30,0.00164399084509164,0.00164399084509164,0.00154914871300886,0.00168915647325154,Ambos
2019,35,0.00200083941999951,0.00200083941999951,0.00197933423144375,0.00203271595421579,Ambos
2019,40,0.00267096818683156,0.00267096818683156,0.00263610979644048,0.00272341929296426,Ambos
2019,45,0.00375370134920245,0.00375370134920245,0.00363438488854246,0.00391235235988235,Ambos
2019,50,0.00553706178159526,0.00553706178159526,0.00535870331989775,0.00566320378694583,Ambos
2019,55,0.00808833815876146,0.00808833815876146,0.00784159256283732,0.00850052738049264,Ambos
2019,60,0.01223291849196537,0.01223291849196537,0.01179813156317346,0.01278348435821914,Ambos
2019,65,0.0182329517186817,0.0182329517186817,0.017883861281117,0.01912290487257508,Ambos
2019,70,0.025840276053695,0.025840276053695,0.02534834400265455,0.02624859979012654,Ambos
2019,75,0.04226362814668175,0.04226362814668175,0.04141843258633869,0.04291354397642531,Ambos
2019,80,0.07009011704517698,0.07009011704517698,0.0687801413306085,0.07162280430857715,Ambos
2019,85,0.11728074814684249,0.11728074814684249,0.1142158310041339,0.11899752503026692,Ambos
2019,90,0.19948886904578564,0.19948886904578564,0.19722953164742849,0.20389597482419805,Ambos
